query,description,tables,joins,tables_parsed,joins_parsed
"SELECT t1.category_id, t1.category_name, SUM(t2.email) as sum_email FROM project.dataset.categories t1 INNER JOIN project.dataset.customers t2 ON t1.category_id = t2.customer_id GROUP BY t1.category_id, t1.category_name ORDER BY t1.category_id ASC;","This SQL query selects category_id, category_name from the categories table and computes the sum of email from the customers table as sum_email. It performs a inner join join between the categories and customers tables on the relevant fields, groups the results by the selected columns, and orders the results by category_id in asc order.","['`project.dataset.categories`', '`project.dataset.customers`']","[{""left_table"": ""project.dataset.categories"", ""left_column"": ""category_id"", ""right_table"": ""project.dataset.customers"", ""right_column"": ""customer_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""categories"", ""customers""]","[{""left_table"": ""categories"", ""right_table"": ""customers"", ""left_column"": ""category_id"", ""right_column"": ""customer_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.phone, t1.email, t1.preferred_contact_method, COUNT(*) as count_department_name FROM project.dataset.customer_contacts t1 RIGHT JOIN project.dataset.departments t2 ON t1.customer_id = t2.department_id GROUP BY t1.phone, t1.email, t1.preferred_contact_method ORDER BY count_department_name ASC;","This SQL query selects phone, email, preferred_contact_method from the customer_contacts table and computes the aggregate of all rows from the departments table as None. It performs a right join join between the customer_contacts and departments tables on the relevant fields, groups the results by the selected columns, and orders the results by count_department_name in asc order.","['`project.dataset.customer_contacts`', '`project.dataset.departments`']","[{""left_table"": ""project.dataset.customer_contacts"", ""left_column"": ""customer_id"", ""right_table"": ""project.dataset.departments"", ""right_column"": ""department_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""customer_contacts"", ""departments""]","[{""left_table"": ""customer_contacts"", ""right_table"": ""departments"", ""left_column"": ""customer_id"", ""right_column"": ""department_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.carrier, t1.tracking_number, SUM(t2.email) as sum_email FROM project.dataset.shipments t1 LEFT JOIN project.dataset.customer_contacts t2 ON t1.order_id = t2.customer_id GROUP BY t1.carrier, t1.tracking_number ORDER BY t1.carrier DESC;","This SQL query selects carrier, tracking_number from the shipments table and computes the sum of email from the customer_contacts table as sum_email. It performs a left join join between the shipments and customer_contacts tables on the relevant fields, groups the results by the selected columns, and orders the results by carrier in desc order.","['`project.dataset.shipments`', '`project.dataset.customer_contacts`']","[{""left_table"": ""project.dataset.shipments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.customer_contacts"", ""right_column"": ""customer_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""shipments"", ""customer_contacts""]","[{""left_table"": ""shipments"", ""right_table"": ""customer_contacts"", ""left_column"": ""order_id"", ""right_column"": ""customer_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.order_id, t1.unit_price, t1.product_id, AVG(t2.product_name) as avg_product_name FROM project.dataset.order_details t1 LEFT JOIN project.dataset.products t2 ON t1.product_id = t2.product_id GROUP BY t1.order_id, t1.unit_price, t1.product_id ORDER BY avg_product_name ASC;","This SQL query selects order_id, unit_price, product_id from the order_details table and computes the avg of product_name from the products table as avg_product_name. It performs a left join join between the order_details and products tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_product_name in asc order.","['`project.dataset.order_details`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.order_details"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""order_details"", ""products""]","[{""left_table"": ""order_details"", ""right_table"": ""products"", ""left_column"": ""product_id"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.location_id, t1.department_name, t1.department_id, COUNT(t2.product_name) as count_product_name FROM project.dataset.departments t1 INNER JOIN project.dataset.products t2 ON t1.location_id = t2.category_id GROUP BY t1.location_id, t1.department_name, t1.department_id ORDER BY t1.location_id DESC;","This SQL query selects location_id, department_name, department_id from the departments table and computes the count of product_name from the products table as count_product_name. It performs a inner join join between the departments and products tables on the relevant fields, groups the results by the selected columns, and orders the results by location_id in desc order.","['`project.dataset.departments`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.departments"", ""left_column"": ""location_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""category_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""departments"", ""products""]","[{""left_table"": ""departments"", ""right_table"": ""products"", ""left_column"": ""location_id"", ""right_column"": ""category_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.product_name, t1.product_id, t1.unit_price, COUNT(t2.status) as count_status FROM project.dataset.products t1 LEFT JOIN project.dataset.return_orders t2 ON t1.category_id = t2.order_id GROUP BY t1.product_name, t1.product_id, t1.unit_price ORDER BY count_status ASC;","This SQL query selects product_name, product_id, unit_price from the products table and computes the count of status from the return_orders table as count_status. It performs a left join join between the products and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by count_status in asc order.","['`project.dataset.products`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.products"", ""left_column"": ""category_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""products"", ""return_orders""]","[{""left_table"": ""products"", ""right_table"": ""return_orders"", ""left_column"": ""category_id"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.product_id, t1.category_id, t1.product_name, COUNT(*) as count_city FROM project.dataset.products t1 INNER JOIN project.dataset.customers t2 ON t1.category_id = t2.customer_id GROUP BY t1.product_id, t1.category_id, t1.product_name ORDER BY count_city ASC;","This SQL query selects product_id, category_id, product_name from the products table and computes the aggregate of all rows from the customers table as None. It performs a inner join join between the products and customers tables on the relevant fields, groups the results by the selected columns, and orders the results by count_city in asc order.","['`project.dataset.products`', '`project.dataset.customers`']","[{""left_table"": ""project.dataset.products"", ""left_column"": ""category_id"", ""right_table"": ""project.dataset.customers"", ""right_column"": ""customer_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""products"", ""customers""]","[{""left_table"": ""products"", ""right_table"": ""customers"", ""left_column"": ""category_id"", ""right_column"": ""customer_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.refund_amount, t1.status, MAX(t2.unit_price) as max_unit_price FROM project.dataset.return_orders t1 LEFT JOIN project.dataset.products t2 ON t1.return_id = t2.product_id GROUP BY t1.refund_amount, t1.status ORDER BY max_unit_price ASC;","This SQL query selects refund_amount, status from the return_orders table and computes the max of unit_price from the products table as max_unit_price. It performs a left join join between the return_orders and products tables on the relevant fields, groups the results by the selected columns, and orders the results by max_unit_price in asc order.","['`project.dataset.return_orders`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.return_orders"", ""left_column"": ""return_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""return_orders"", ""products""]","[{""left_table"": ""return_orders"", ""right_table"": ""products"", ""left_column"": ""return_id"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.last_updated, t1.stock_level, AVG(t2.movement_type) as avg_movement_type FROM project.dataset.inventory t1 LEFT JOIN project.dataset.inventory_movements t2 ON t1.inventory_id = t2.inventory_id GROUP BY t1.last_updated, t1.stock_level ORDER BY avg_movement_type DESC;","This SQL query selects last_updated, stock_level from the inventory table and computes the avg of movement_type from the inventory_movements table as avg_movement_type. It performs a left join join between the inventory and inventory_movements tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_movement_type in desc order.","['`project.dataset.inventory`', '`project.dataset.inventory_movements`']","[{""left_table"": ""project.dataset.inventory"", ""left_column"": ""inventory_id"", ""right_table"": ""project.dataset.inventory_movements"", ""right_column"": ""inventory_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""inventory"", ""inventory_movements""]","[{""left_table"": ""inventory"", ""right_table"": ""inventory_movements"", ""left_column"": ""inventory_id"", ""right_column"": ""inventory_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.customer_id, t1.city, COUNT(*) as count_last_updated FROM project.dataset.customers t1 RIGHT JOIN project.dataset.inventory t2 ON t1.customer_id = t2.warehouse_id GROUP BY t1.customer_id, t1.city ORDER BY count_last_updated DESC;","This SQL query selects customer_id, city from the customers table and computes the aggregate of all rows from the inventory table as None. It performs a right join join between the customers and inventory tables on the relevant fields, groups the results by the selected columns, and orders the results by count_last_updated in desc order.","['`project.dataset.customers`', '`project.dataset.inventory`']","[{""left_table"": ""project.dataset.customers"", ""left_column"": ""customer_id"", ""right_table"": ""project.dataset.inventory"", ""right_column"": ""warehouse_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""customers"", ""inventory""]","[{""left_table"": ""customers"", ""right_table"": ""inventory"", ""left_column"": ""customer_id"", ""right_column"": ""warehouse_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.category_name, t1.category_id, COUNT(*) as count_movement_type FROM project.dataset.categories t1 LEFT JOIN project.dataset.inventory_movements t2 ON t1.category_id = t2.inventory_id GROUP BY t1.category_name, t1.category_id ORDER BY t1.category_id ASC;","This SQL query selects category_name, category_id from the categories table and computes the aggregate of all rows from the inventory_movements table as None. It performs a left join join between the categories and inventory_movements tables on the relevant fields, groups the results by the selected columns, and orders the results by category_id in asc order.","['`project.dataset.categories`', '`project.dataset.inventory_movements`']","[{""left_table"": ""project.dataset.categories"", ""left_column"": ""category_id"", ""right_table"": ""project.dataset.inventory_movements"", ""right_column"": ""inventory_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""categories"", ""inventory_movements""]","[{""left_table"": ""categories"", ""right_table"": ""inventory_movements"", ""left_column"": ""category_id"", ""right_column"": ""inventory_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.state, t1.supplier_name, MIN(t2.refund_amount) as min_refund_amount FROM project.dataset.suppliers t1 INNER JOIN project.dataset.return_orders t2 ON t1.supplier_id = t2.return_id GROUP BY t1.state, t1.supplier_name ORDER BY min_refund_amount ASC;","This SQL query selects state, supplier_name from the suppliers table and computes the min of refund_amount from the return_orders table as min_refund_amount. It performs a inner join join between the suppliers and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by min_refund_amount in asc order.","['`project.dataset.suppliers`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.suppliers"", ""left_column"": ""supplier_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""return_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""suppliers"", ""return_orders""]","[{""left_table"": ""suppliers"", ""right_table"": ""return_orders"", ""left_column"": ""supplier_id"", ""right_column"": ""return_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.address, t1.state, t1.zip_code, COUNT(*) as count_tracking_number FROM project.dataset.locations t1 RIGHT JOIN project.dataset.shipments t2 ON t1.location_id = t2.shipment_id GROUP BY t1.address, t1.state, t1.zip_code ORDER BY t1.state ASC;","This SQL query selects address, state, zip_code from the locations table and computes the aggregate of all rows from the shipments table as None. It performs a right join join between the locations and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by state in asc order.","['`project.dataset.locations`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.locations"", ""left_column"": ""location_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""shipment_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""locations"", ""shipments""]","[{""left_table"": ""locations"", ""right_table"": ""shipments"", ""left_column"": ""location_id"", ""right_column"": ""shipment_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.department_id, t1.department_name, MIN(t2.hire_date) as min_hire_date FROM project.dataset.departments t1 INNER JOIN project.dataset.employees t2 ON t1.department_id = t2.department_id GROUP BY t1.department_id, t1.department_name ORDER BY t1.department_id DESC;","This SQL query selects department_id, department_name from the departments table and computes the min of hire_date from the employees table as min_hire_date. It performs a inner join join between the departments and employees tables on the relevant fields, groups the results by the selected columns, and orders the results by department_id in desc order.","['`project.dataset.departments`', '`project.dataset.employees`']","[{""left_table"": ""project.dataset.departments"", ""left_column"": ""department_id"", ""right_table"": ""project.dataset.employees"", ""right_column"": ""department_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""departments"", ""employees""]","[{""left_table"": ""departments"", ""right_table"": ""employees"", ""left_column"": ""department_id"", ""right_column"": ""department_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.location_id, t1.department_id, t1.department_name, COUNT(t2.hire_date) as count_hire_date FROM project.dataset.departments t1 RIGHT JOIN project.dataset.employees t2 ON t1.department_id = t2.department_id GROUP BY t1.location_id, t1.department_id, t1.department_name ORDER BY count_hire_date ASC;","This SQL query selects location_id, department_id, department_name from the departments table and computes the count of hire_date from the employees table as count_hire_date. It performs a right join join between the departments and employees tables on the relevant fields, groups the results by the selected columns, and orders the results by count_hire_date in asc order.","['`project.dataset.departments`', '`project.dataset.employees`']","[{""left_table"": ""project.dataset.departments"", ""left_column"": ""department_id"", ""right_table"": ""project.dataset.employees"", ""right_column"": ""department_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""departments"", ""employees""]","[{""left_table"": ""departments"", ""right_table"": ""employees"", ""left_column"": ""department_id"", ""right_column"": ""department_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.shipment_id, t1.shipment_date, MAX(t2.unit_price) as max_unit_price FROM project.dataset.shipments t1 RIGHT JOIN project.dataset.order_details t2 ON t1.order_id = t2.order_id GROUP BY t1.shipment_id, t1.shipment_date ORDER BY max_unit_price DESC;","This SQL query selects shipment_id, shipment_date from the shipments table and computes the max of unit_price from the order_details table as max_unit_price. It performs a right join join between the shipments and order_details tables on the relevant fields, groups the results by the selected columns, and orders the results by max_unit_price in desc order.","['`project.dataset.shipments`', '`project.dataset.order_details`']","[{""left_table"": ""project.dataset.shipments"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.order_details"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""shipments"", ""order_details""]","[{""left_table"": ""shipments"", ""right_table"": ""order_details"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.department_id, t1.last_name, t1.hire_date, AVG(t2.stock) as avg_stock FROM project.dataset.employees t1 LEFT JOIN project.dataset.products t2 ON t1.employee_id = t2.product_id GROUP BY t1.department_id, t1.last_name, t1.hire_date ORDER BY t1.department_id DESC;","This SQL query selects department_id, last_name, hire_date from the employees table and computes the avg of stock from the products table as avg_stock. It performs a left join join between the employees and products tables on the relevant fields, groups the results by the selected columns, and orders the results by department_id in desc order.","['`project.dataset.employees`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.employees"", ""left_column"": ""employee_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""employees"", ""products""]","[{""left_table"": ""employees"", ""right_table"": ""products"", ""left_column"": ""employee_id"", ""right_column"": ""product_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.hire_date, t1.first_name, t1.last_name, AVG(t2.email) as avg_email FROM project.dataset.employees t1 RIGHT JOIN project.dataset.customer_contacts t2 ON t1.department_id = t2.contact_id GROUP BY t1.hire_date, t1.first_name, t1.last_name ORDER BY avg_email DESC;","This SQL query selects hire_date, first_name, last_name from the employees table and computes the avg of email from the customer_contacts table as avg_email. It performs a right join join between the employees and customer_contacts tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_email in desc order.","['`project.dataset.employees`', '`project.dataset.customer_contacts`']","[{""left_table"": ""project.dataset.employees"", ""left_column"": ""department_id"", ""right_table"": ""project.dataset.customer_contacts"", ""right_column"": ""contact_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""employees"", ""customer_contacts""]","[{""left_table"": ""employees"", ""right_table"": ""customer_contacts"", ""left_column"": ""department_id"", ""right_column"": ""contact_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.zip_code, t1.state, AVG(t2.email) as avg_email FROM project.dataset.locations t1 RIGHT JOIN project.dataset.customers t2 ON t1.location_id = t2.customer_id GROUP BY t1.zip_code, t1.state ORDER BY avg_email ASC;","This SQL query selects zip_code, state from the locations table and computes the avg of email from the customers table as avg_email. It performs a right join join between the locations and customers tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_email in asc order.","['`project.dataset.locations`', '`project.dataset.customers`']","[{""left_table"": ""project.dataset.locations"", ""left_column"": ""location_id"", ""right_table"": ""project.dataset.customers"", ""right_column"": ""customer_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""locations"", ""customers""]","[{""left_table"": ""locations"", ""right_table"": ""customers"", ""left_column"": ""location_id"", ""right_column"": ""customer_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.city, t1.state, COUNT(t2.return_date) as count_return_date FROM project.dataset.suppliers t1 RIGHT JOIN project.dataset.return_orders t2 ON t1.supplier_id = t2.order_id GROUP BY t1.city, t1.state ORDER BY t1.state DESC;","This SQL query selects city, state from the suppliers table and computes the count of return_date from the return_orders table as count_return_date. It performs a right join join between the suppliers and return_orders tables on the relevant fields, groups the results by the selected columns, and orders the results by state in desc order.","['`project.dataset.suppliers`', '`project.dataset.return_orders`']","[{""left_table"": ""project.dataset.suppliers"", ""left_column"": ""supplier_id"", ""right_table"": ""project.dataset.return_orders"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""suppliers"", ""return_orders""]","[{""left_table"": ""suppliers"", ""right_table"": ""return_orders"", ""left_column"": ""supplier_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.inventory_id, t1.movement_id, SUM(t2.city) as sum_city FROM project.dataset.inventory_movements t1 LEFT JOIN project.dataset.customers t2 ON t1.inventory_id = t2.customer_id GROUP BY t1.inventory_id, t1.movement_id ORDER BY sum_city ASC;","This SQL query selects inventory_id, movement_id from the inventory_movements table and computes the sum of city from the customers table as sum_city. It performs a left join join between the inventory_movements and customers tables on the relevant fields, groups the results by the selected columns, and orders the results by sum_city in asc order.","['`project.dataset.inventory_movements`', '`project.dataset.customers`']","[{""left_table"": ""project.dataset.inventory_movements"", ""left_column"": ""inventory_id"", ""right_table"": ""project.dataset.customers"", ""right_column"": ""customer_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""inventory_movements"", ""customers""]","[{""left_table"": ""inventory_movements"", ""right_table"": ""customers"", ""left_column"": ""inventory_id"", ""right_column"": ""customer_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.price, t1.quantity, MAX(t2.unit_price) as max_unit_price FROM project.dataset.sales t1 INNER JOIN project.dataset.products t2 ON t1.product_id = t2.product_id GROUP BY t1.price, t1.quantity ORDER BY t1.quantity DESC;","This SQL query selects price, quantity from the sales table and computes the max of unit_price from the products table as max_unit_price. It performs a inner join join between the sales and products tables on the relevant fields, groups the results by the selected columns, and orders the results by quantity in desc order.","['`project.dataset.sales`', '`project.dataset.products`']","[{""left_table"": ""project.dataset.sales"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.products"", ""right_column"": ""product_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""sales"", ""products""]","[{""left_table"": ""sales"", ""right_table"": ""products"", ""left_column"": ""product_id"", ""right_column"": ""product_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.unit_price, t1.stock, MAX(t2.shipment_date) as max_shipment_date FROM project.dataset.products t1 LEFT JOIN project.dataset.shipments t2 ON t1.product_id = t2.order_id GROUP BY t1.unit_price, t1.stock ORDER BY max_shipment_date DESC;","This SQL query selects unit_price, stock from the products table and computes the max of shipment_date from the shipments table as max_shipment_date. It performs a left join join between the products and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by max_shipment_date in desc order.","['`project.dataset.products`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.products"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""products"", ""shipments""]","[{""left_table"": ""products"", ""right_table"": ""shipments"", ""left_column"": ""product_id"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.refund_amount, t1.status, t1.return_date, MIN(t2.carrier) as min_carrier FROM project.dataset.return_orders t1 LEFT JOIN project.dataset.shipments t2 ON t1.order_id = t2.order_id GROUP BY t1.refund_amount, t1.status, t1.return_date ORDER BY t1.return_date DESC;","This SQL query selects refund_amount, status, return_date from the return_orders table and computes the min of carrier from the shipments table as min_carrier. It performs a left join join between the return_orders and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by return_date in desc order.","['`project.dataset.return_orders`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.return_orders"", ""left_column"": ""order_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""return_orders"", ""shipments""]","[{""left_table"": ""return_orders"", ""right_table"": ""shipments"", ""left_column"": ""order_id"", ""right_column"": ""order_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.customer_id, t1.preferred_contact_method, t1.email, AVG(t2.unit_price) as avg_unit_price FROM project.dataset.customer_contacts t1 INNER JOIN project.dataset.order_details t2 ON t1.customer_id = t2.order_id GROUP BY t1.customer_id, t1.preferred_contact_method, t1.email ORDER BY avg_unit_price DESC;","This SQL query selects customer_id, preferred_contact_method, email from the customer_contacts table and computes the avg of unit_price from the order_details table as avg_unit_price. It performs a inner join join between the customer_contacts and order_details tables on the relevant fields, groups the results by the selected columns, and orders the results by avg_unit_price in desc order.","['`project.dataset.customer_contacts`', '`project.dataset.order_details`']","[{""left_table"": ""project.dataset.customer_contacts"", ""left_column"": ""customer_id"", ""right_table"": ""project.dataset.order_details"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition""}]","[""customer_contacts"", ""order_details""]","[{""left_table"": ""customer_contacts"", ""right_table"": ""order_details"", ""left_column"": ""customer_id"", ""right_column"": ""order_id"", ""join_type"": ""INNER JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.movement_id, t1.movement_date, SUM(t2.carrier) as sum_carrier FROM project.dataset.inventory_movements t1 RIGHT JOIN project.dataset.shipments t2 ON t1.movement_id = t2.shipment_id GROUP BY t1.movement_id, t1.movement_date ORDER BY t1.movement_date DESC;","This SQL query selects movement_id, movement_date from the inventory_movements table and computes the sum of carrier from the shipments table as sum_carrier. It performs a right join join between the inventory_movements and shipments tables on the relevant fields, groups the results by the selected columns, and orders the results by movement_date in desc order.","['`project.dataset.inventory_movements`', '`project.dataset.shipments`']","[{""left_table"": ""project.dataset.inventory_movements"", ""left_column"": ""movement_id"", ""right_table"": ""project.dataset.shipments"", ""right_column"": ""shipment_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""inventory_movements"", ""shipments""]","[{""left_table"": ""inventory_movements"", ""right_table"": ""shipments"", ""left_column"": ""movement_id"", ""right_column"": ""shipment_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.department_id, t1.department_name, t1.location_id, MAX(t2.payment_date) as max_payment_date FROM project.dataset.departments t1 RIGHT JOIN project.dataset.payments t2 ON t1.location_id = t2.order_id GROUP BY t1.department_id, t1.department_name, t1.location_id ORDER BY max_payment_date ASC;","This SQL query selects department_id, department_name, location_id from the departments table and computes the max of payment_date from the payments table as max_payment_date. It performs a right join join between the departments and payments tables on the relevant fields, groups the results by the selected columns, and orders the results by max_payment_date in asc order.","['`project.dataset.departments`', '`project.dataset.payments`']","[{""left_table"": ""project.dataset.departments"", ""left_column"": ""location_id"", ""right_table"": ""project.dataset.payments"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition""}]","[""departments"", ""payments""]","[{""left_table"": ""departments"", ""right_table"": ""payments"", ""left_column"": ""location_id"", ""right_column"": ""order_id"", ""join_type"": ""RIGHT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
"SELECT t1.detail_id, t1.product_id, t1.quantity, SUM(t2.zip_code) as sum_zip_code FROM project.dataset.order_details t1 LEFT JOIN project.dataset.locations t2 ON t1.product_id = t2.location_id GROUP BY t1.detail_id, t1.product_id, t1.quantity ORDER BY t1.product_id DESC;","This SQL query selects detail_id, product_id, quantity from the order_details table and computes the sum of zip_code from the locations table as sum_zip_code. It performs a left join join between the order_details and locations tables on the relevant fields, groups the results by the selected columns, and orders the results by product_id in desc order.","['`project.dataset.order_details`', '`project.dataset.locations`']","[{""left_table"": ""project.dataset.order_details"", ""left_column"": ""product_id"", ""right_table"": ""project.dataset.locations"", ""right_column"": ""location_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition""}]","[""order_details"", ""locations""]","[{""left_table"": ""order_details"", ""right_table"": ""locations"", ""left_column"": ""product_id"", ""right_column"": ""location_id"", ""join_type"": ""LEFT JOIN"", ""transformation"": ""simple_condition"", ""condition"": ""simple_condition"", ""format"": ""json""}]"
